Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,collected_by,Genotype,HOST,host_tissue_sampled,SAMPLE_TYPE,AssemblyName,env_broad_scale,env_local_scale,env_medium,Isolation_source,REPLICATE
SRR7590518,WGA,200,1853279400,PRJNA482776,SAMN09697940,"Microbe\, viral or environmental",1400698157,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4455914,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL48,16.040532 S 34.797692 E,MAL48_sc38,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:21:00Z,1,MAL48_sc38,SRP155167,Dr Standwell Nkhoma,MAL48_sc38,Homo sapiens,Blood,single cell,,,,,,
SRR7590519,WGA,200,1183603000,PRJNA482776,SAMN09697941,"Microbe\, viral or environmental",966980781,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4455913,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL48,16.040532 S 34.797692 E,MAL48_sc3,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:17:00Z,1,MAL48_sc3,SRP155167,Dr Standwell Nkhoma,MAL48_sc3,Homo sapiens,Blood,single cell,,,,,,
SRR7590520,WGA,200,891619800,PRJNA482776,SAMN09697764,"Microbe\, viral or environmental",738407659,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4455912,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL33,16.040532 S 34.797692 E,MAL33_sc12,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:16:00Z,1,MAL33_sc12,SRP155167,Dr Standwell Nkhoma,MAL33_sc12,Homo sapiens,Blood,single cell,,,,,,
SRR7590521,WGA,200,350245400,PRJNA482776,SAMN09697765,"Microbe\, viral or environmental",279695187,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4455911,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL33,16.040532 S 34.797692 E,MAL33_sc13,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:15:00Z,1,MAL33_sc13,SRP155167,Dr Standwell Nkhoma,MAL33_sc13,Homo sapiens,Blood,single cell,,,,,,
SRR7590522,WGA,200,1031139800,PRJNA482776,SAMN09697763,"Microbe\, viral or environmental",813434005,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4455909,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL33,16.040532 S 34.797692 E,MAL33_sc11,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:18:00Z,1,MAL33_sc11,SRP155167,Dr Standwell Nkhoma,MAL33_sc11,Homo sapiens,Blood,single cell,,,,,,
SRR7590523,WGA,200,984632000,PRJNA482776,SAMN09697760,"Microbe\, viral or environmental",778446363,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4455908,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL32,16.040532 S 34.797692 E,MAL32_sc9,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:17:00Z,1,MAL32_sc9,SRP155167,Dr Standwell Nkhoma,MAL32_sc9,Homo sapiens,Blood,single cell,,,,,,
SRR7590524,WGS,197,5030355108,PRJNA482776,SAMN09697761,"Microbe\, viral or environmental",3347776059,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4455907,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL33,16.040532 S 34.797692 E,MAL33_bulk,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:57:00Z,1,MAL33_bulk,SRP155167,Dr Standwell Nkhoma,MAL33_bulk,Homo sapiens,Blood,whole organism,,,,,,
SRR7590525,WGA,200,1315545200,PRJNA482776,SAMN09697762,"Microbe\, viral or environmental",1014765473,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4455910,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL33,16.040532 S 34.797692 E,MAL33_sc10,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:19:00Z,1,MAL33_sc10,SRP155167,Dr Standwell Nkhoma,MAL33_sc10,Homo sapiens,Blood,single cell,,,,,,
SRR7590526,WGA,200,1077387400,PRJNA482776,SAMN09697758,"Microbe\, viral or environmental",818378493,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4455906,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL32,16.040532 S 34.797692 E,MAL32_sc7,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:17:00Z,1,MAL32_sc7,SRP155167,Dr Standwell Nkhoma,MAL32_sc7,Homo sapiens,Blood,single cell,,,,,,
SRR7590527,WGA,200,170091600,PRJNA482776,SAMN09697759,"Microbe\, viral or environmental",130289167,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4455905,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL32,16.040532 S 34.797692 E,MAL32_sc8,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:15:00Z,1,MAL32_sc8,SRP155167,Dr Standwell Nkhoma,MAL32_sc8,Homo sapiens,Blood,single cell,,,,,,
SRR7590528,WGA,200,2762825600,PRJNA482776,SAMN09697862,"Microbe\, viral or environmental",2070947541,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4455904,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL38,16.040532 S 34.797692 E,MAL38_sc11,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:24:00Z,1,MAL38_sc11,SRP155167,Dr Standwell Nkhoma,MAL38_sc11,Homo sapiens,Blood,single cell,,,,,,
SRR7590529,WGA,200,133346200,PRJNA482776,SAMN09697766,"Microbe\, viral or environmental",101849587,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4455903,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL33,16.040532 S 34.797692 E,MAL33_sc14,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:15:00Z,1,MAL33_sc14,SRP155167,Dr Standwell Nkhoma,MAL33_sc14,Homo sapiens,Blood,single cell,,,,,,
SRR7590530,WGA,200,1262785800,PRJNA482776,SAMN09697937,"Microbe\, viral or environmental",891829100,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4455901,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL48,16.040532 S 34.797692 E,MAL48_sc33,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:18:00Z,1,MAL48_sc33,SRP155167,Dr Standwell Nkhoma,MAL48_sc33,Homo sapiens,Blood,single cell,,,,,,
SRR7590531,WGA,200,418418000,PRJNA482776,SAMN09697936,"Microbe\, viral or environmental",334633744,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4455900,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL48,16.040532 S 34.797692 E,MAL48_sc32,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:16:00Z,1,MAL48_sc32,SRP155167,Dr Standwell Nkhoma,MAL48_sc32,Homo sapiens,Blood,single cell,,,,,,
SRR7590532,WGA,200,265771400,PRJNA482776,SAMN09697931,"Microbe\, viral or environmental",201099298,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4455899,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL48,16.040532 S 34.797692 E,MAL48_sc22,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:16:00Z,1,MAL48_sc22,SRP155167,Dr Standwell Nkhoma,MAL48_sc22,Homo sapiens,Blood,single cell,,,,,,
SRR7590533,WGA,200,425283200,PRJNA482776,SAMN09697767,"Microbe\, viral or environmental",332241629,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4455902,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL33,16.040532 S 34.797692 E,MAL33_sc15,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:16:00Z,1,MAL33_sc15,SRP155167,Dr Standwell Nkhoma,MAL33_sc15,Homo sapiens,Blood,single cell,,,,,,
SRR7590534,WGA,200,980414000,PRJNA482776,SAMN09697930,"Microbe\, viral or environmental",690518724,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4455898,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL48,16.040532 S 34.797692 E,MAL48_sc21,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:17:00Z,1,MAL48_sc21,SRP155167,Dr Standwell Nkhoma,MAL48_sc21,Homo sapiens,Blood,single cell,,,,,,
SRR7590535,WGA,200,349307200,PRJNA482776,SAMN09697929,"Microbe\, viral or environmental",254407597,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4455897,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL48,16.040532 S 34.797692 E,MAL48_sc20,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:16:00Z,1,MAL48_sc20,SRP155167,Dr Standwell Nkhoma,MAL48_sc20,Homo sapiens,Blood,single cell,,,,,,
SRR7590536,WGA,200,307384200,PRJNA482776,SAMN09697928,"Microbe\, viral or environmental",242433961,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4455896,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL48,16.040532 S 34.797692 E,MAL48_sc1,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:16:00Z,1,MAL48_sc1,SRP155167,Dr Standwell Nkhoma,MAL48_sc1,Homo sapiens,Blood,single cell,,,,,,
SRR7590537,WGA,200,482854200,PRJNA482776,SAMN09697935,"Microbe\, viral or environmental",353830928,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4455895,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL48,16.040532 S 34.797692 E,MAL48_sc31,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:16:00Z,1,MAL48_sc31,SRP155167,Dr Standwell Nkhoma,MAL48_sc31,Homo sapiens,Blood,single cell,,,,,,
SRR7590538,WGA,200,937925000,PRJNA482776,SAMN09697933,"Microbe\, viral or environmental",669571536,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4455893,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL48,16.040532 S 34.797692 E,MAL48_sc2,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:18:00Z,1,MAL48_sc2,SRP155167,Dr Standwell Nkhoma,MAL48_sc2,Homo sapiens,Blood,single cell,,,,,,
SRR7590539,WGA,200,44599400,PRJNA482776,SAMN09697932,"Microbe\, viral or environmental",31921784,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4455892,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL48,16.040532 S 34.797692 E,MAL48_sc23,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:15:00Z,1,MAL48_sc23,SRP155167,Dr Standwell Nkhoma,MAL48_sc23,Homo sapiens,Blood,single cell,,,,,,
SRR7590540,WGA,200,1077793600,PRJNA482776,SAMN09697500,"Microbe\, viral or environmental",781242079,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX4455891,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL15,16.040532 S 34.797692 E,MAL15_sc7,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:17:00Z,1,MAL15_sc7,SRP155167,Dr Standwell Nkhoma,MAL15_sc7,Homo sapiens,Blood,single cell,,,,,,
SRR7590541,WGA,200,3276850000,PRJNA482776,SAMN09697501,"Microbe\, viral or environmental",2380825644,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX4455890,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL15,16.040532 S 34.797692 E,MAL15_sc8,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:23:00Z,1,MAL15_sc8,SRP155167,Dr Standwell Nkhoma,MAL15_sc8,Homo sapiens,Blood,single cell,,,,,,
SRR7590542,WGA,200,945989000,PRJNA482776,SAMN09697498,"Microbe\, viral or environmental",692602658,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4455889,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL15,16.040532 S 34.797692 E,MAL15_sc4,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:19:00Z,1,MAL15_sc4,SRP155167,Dr Standwell Nkhoma,MAL15_sc4,Homo sapiens,Blood,single cell,,,,,,
SRR7590543,WGA,200,1029418600,PRJNA482776,SAMN09697499,"Microbe\, viral or environmental",749046727,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4455888,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL15,16.040532 S 34.797692 E,MAL15_sc6,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:19:00Z,1,MAL15_sc6,SRP155167,Dr Standwell Nkhoma,MAL15_sc6,Homo sapiens,Blood,single cell,,,,,,
SRR7590544,WGS,200,1010467600,PRJNA482776,SAMN09697504,"Microbe\, viral or environmental",655130882,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4455887,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL17,16.040532 S 34.797692 E,MAL17_bulk,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:19:00Z,1,MAL17_bulk,SRP155167,Dr Standwell Nkhoma,MAL17_bulk,Homo sapiens,Blood,whole organism,,,,,,
SRR7590545,WGA,200,299498600,PRJNA482776,SAMN09697505,"Microbe\, viral or environmental",201644033,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4455886,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL17,16.040532 S 34.797692 E,MAL17_sc10,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:16:00Z,1,MAL17_sc10,SRP155167,Dr Standwell Nkhoma,MAL17_sc10,Homo sapiens,Blood,single cell,,,,,,
SRR7590546,WGA,200,1352251200,PRJNA482776,SAMN09697502,"Microbe\, viral or environmental",988209040,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4455885,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL15,16.040532 S 34.797692 E,MAL15_sc9,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:18:00Z,1,MAL15_sc9,SRP155167,Dr Standwell Nkhoma,MAL15_sc9,Homo sapiens,Blood,single cell,,,,,,
SRR7590547,WGS,200,2533129000,PRJNA482776,SAMN09697503,"Microbe\, viral or environmental",1594182623,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4455884,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL16,16.040532 S 34.797692 E,MAL16_bulk,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:26:00Z,1,MAL16_bulk,SRP155167,Dr Standwell Nkhoma,MAL16_bulk,Homo sapiens,Blood,whole organism,,,,,,
SRR7590548,WGA,200,490296800,PRJNA482776,SAMN09697506,"Microbe\, viral or environmental",328480429,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4455883,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL17,16.040532 S 34.797692 E,MAL17_sc11,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:18:00Z,1,MAL17_sc11,SRP155167,Dr Standwell Nkhoma,MAL17_sc11,Homo sapiens,Blood,single cell,,,,,,
SRR7590549,WGA,200,389582400,PRJNA482776,SAMN09697507,"Microbe\, viral or environmental",265576570,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4455882,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL17,16.040532 S 34.797692 E,MAL17_sc12,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:16:00Z,1,MAL17_sc12,SRP155167,Dr Standwell Nkhoma,MAL17_sc12,Homo sapiens,Blood,single cell,,,,,,
SRR7590550,WGA,200,1793838600,PRJNA482776,SAMN09697934,"Microbe\, viral or environmental",1255992898,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4455894,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL48,16.040532 S 34.797692 E,MAL48_sc30,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:25:00Z,1,MAL48_sc30,SRP155167,Dr Standwell Nkhoma,MAL48_sc30,Homo sapiens,Blood,single cell,,,,,,
SRR7590551,WGA,200,545896600,PRJNA482776,SAMN09697867,"Microbe\, viral or environmental",411607348,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4455881,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL38,16.040532 S 34.797692 E,MAL38_sc17,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:16:00Z,1,MAL38_sc17,SRP155167,Dr Standwell Nkhoma,MAL38_sc17,Homo sapiens,Blood,single cell,,,,,,
SRR7590552,WGA,200,325501800,PRJNA482776,SAMN09697866,"Microbe\, viral or environmental",239204382,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX4455880,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL38,16.040532 S 34.797692 E,MAL38_sc16,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:17:00Z,1,MAL38_sc16,SRP155167,Dr Standwell Nkhoma,MAL38_sc16,Homo sapiens,Blood,single cell,,,,,,
SRR7590553,WGS,200,1818376600,PRJNA482776,SAMN09697597,"Microbe\, viral or environmental",1216841317,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4455879,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL24,16.040532 S 34.797692 E,MAL24_bulk,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:19:00Z,1,MAL24_bulk,SRP155167,Dr Standwell Nkhoma,MAL24_bulk,Homo sapiens,Blood,whole organism,,,,,,
SRR7590554,WGA,200,206096600,PRJNA482776,SAMN09697596,"Microbe\, viral or environmental",138021213,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4455878,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL24,16.040532 S 34.797692 E,MAL24q_sc9,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:16:00Z,1,MAL24q_sc9,SRP155167,Dr Standwell Nkhoma,MAL24q_sc9,Homo sapiens,Blood,single cell,,,,,,
SRR7590555,WGA,200,893620000,PRJNA482776,SAMN09697589,"Microbe\, viral or environmental",574928380,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4455877,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL24,16.040532 S 34.797692 E,MAL24q_sc2,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:18:00Z,1,MAL24q_sc2,SRP155167,Dr Standwell Nkhoma,MAL24q_sc2,Homo sapiens,Blood,single cell,,,,,,
SRR7590556,WGA,200,535128200,PRJNA482776,SAMN09697588,"Microbe\, viral or environmental",351961974,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4455876,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL24,16.040532 S 34.797692 E,MAL24q_sc24,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:17:00Z,1,MAL24q_sc24,SRP155167,Dr Standwell Nkhoma,MAL24q_sc24,Homo sapiens,Blood,single cell,,,,,,
SRR7590557,WGA,200,1433884000,PRJNA482776,SAMN09697591,"Microbe\, viral or environmental",932484639,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4455875,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL24,16.040532 S 34.797692 E,MAL24q_sc4,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:20:00Z,1,MAL24q_sc4,SRP155167,Dr Standwell Nkhoma,MAL24q_sc4,Homo sapiens,Blood,single cell,,,,,,
SRR7590558,WGA,200,1626278400,PRJNA482776,SAMN09697590,"Microbe\, viral or environmental",1038322512,TEXAS BIOMEDICAL RESEARCH INSTITUTE,2015-06,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4455874,Malawi,Africa,Malawi: Chikhwawa,Illumina HiSeq 2500,MAL24,16.040532 S 34.797692 E,MAL24q_sc3,PAIRED,RANDOM,GENOMIC,Plasmodium falciparum,ILLUMINA,2018-07-25T00:00:00Z,2018-07-25T10:19:00Z,1,MAL24q_sc3,SRP155167,Dr Standwell Nkhoma,MAL24q_sc3,Homo sapiens,Blood,single cell,,,,,,
